id_atendimento,id_cliente,id_funcionario,unidade,servico,valor,data,forma_pagamento
1703,598,23,Asa Norte,Pigmentação,51.54,2025-11-03,Dinheiro
1704,2816,26,Ceilândia,Sobrancelha,31.76,2024-11-02,Dinheiro
1705,985,1,Asa Norte,Pigmentação,66.27,2025-01-31,Dinheiro
1706,1217,38,Asa Sul,Barba,42.47,2025-10-27,Cartão
1707,2025,35,Ceilândia,Pigmentação,59.06,2024-08-09,Cartão
1708,1060,20,Asa Sul,Sobrancelha,34.4,2024-08-01,Cartão
1709,2307,16,Asa Norte,Corte,63.97,2024-08-29,Dinheiro
1710,2948,20,Asa Sul,Pigmentação,85.52,2025-11-10,Cartão
1711,1550,12,Asa Sul,Sobrancelha,20.77,2024-09-02,Cartão
1712,1362,7,Asa Norte,Pigmentação,88.41,2026-03-12,Pix
1713,1519,8,Ceilândia,Sobrancelha,26.62,2025-05-05,Pix
1714,706,12,Ceilândia,Sobrancelha,20.77,2025-12-15,Pix
1715,1587,12,Taguatinga,Corte,52.6,2026-03-21,Dinheiro
1716,2932,18,Taguatinga,Pigmentação,85.56,2025-06-05,Dinheiro
1717,1818,12,Ceilândia,Hidratação,100.68,2025-06-29,Cartão
1718,1621,31,Asa Norte,Sobrancelha,28.07,2024-09-09,Dinheiro
1719,1296,23,Ceilândia,Barba,34.08,2024-11-16,Cartão
1720,470,40,Ceilândia,Hidratação,114.87,2024-12-04,Cartão
1721,2425,14,Asa Sul,Barba,33.36,2025-05-07,Dinheiro
1722,342,4,Ceilândia,Sobrancelha,22.42,2025-05-27,Cartão
1723,893,35,Asa Norte,Sobrancelha,28.05,2024-07-09,Cartão
1724,2934,31,Asa Norte,Corte,49.76,2024-05-24,Pix
1725,2345,34,Asa Sul,Hidratação,80.73,2026-04-29,Pix
1726,2421,13,Ceilândia,Sobrancelha,24.37,2025-12-15,Pix
1727,2948,7,Asa Norte,Sobrancelha,24.6,2026-02-17,Cartão
1728,875,8,Asa Sul,Barba,45.0,2024-11-15,Cartão
1729,1216,6,Ceilândia,Barba,30.67,2026-01-14,Cartão
1730,166,20,Ceilândia,Barba,39.47,2026-05-06,Dinheiro
1731,381,17,Asa Sul,Barba,43.21,2025-05-03,Cartão
1732,1444,31,Taguatinga,Hidratação,60.17,2025-04-07,Dinheiro
1733,2726,17,Asa Norte,Pigmentação,64.66,2024-07-02,Cartão
1734,1386,4,Asa Norte,Corte,44.93,2024-10-25,Cartão
1735,2542,34,Taguatinga,Pigmentação,76.69,2025-01-18,Dinheiro
1736,1815,19,Asa Norte,Corte,54.39,2024-09-22,Dinheiro
1737,2964,12,Taguatinga,Pigmentação,85.72,2026-01-17,Cartão
1738,2830,22,Asa Sul,Hidratação,83.54,2025-02-09,Dinheiro
1739,2350,25,Taguatinga,Pigmentação,72.23,2025-11-15,Pix
1740,2795,10,Ceilândia,Hidratação,116.87,2025-06-30,Dinheiro
1741,1888,6,Taguatinga,Hidratação,111.13,2025-09-27,Pix
1742,51,15,Asa Sul,Corte,55.92,2025-07-19,Pix
1743,2829,22,Taguatinga,Barba,30.19,2024-05-27,Dinheiro
1744,2318,32,Asa Norte,Hidratação,115.51,2024-10-18,Dinheiro
1745,2984,18,Taguatinga,Corte,40.61,2025-08-08,Cartão
1746,2830,40,Ceilândia,Pigmentação,60.65,2026-05-04,Cartão
1747,1017,11,Asa Norte,Corte,55.94,2025-09-01,Dinheiro
1748,1148,22,Ceilândia,Sobrancelha,26.6,2026-02-04,Pix
1749,158,15,Asa Sul,Barba,38.94,2025-04-22,Pix
1750,414,7,Asa Norte,Hidratação,99.25,2025-08-25,Cartão
1751,1029,10,Ceilândia,Pigmentação,89.06,2024-06-12,Dinheiro
1752,2101,37,Asa Sul,Hidratação,118.56,2025-12-12,Pix
1753,1413,1,Taguatinga,Pigmentação,72.08,2024-06-26,Cartão
1754,1491,7,Ceilândia,Barba,26.07,2025-09-08,Cartão
1755,232,1,Taguatinga,Corte,59.17,2024-11-23,Dinheiro
1756,1834,21,Ceilândia,Barba,32.29,2024-10-22,Cartão
1757,2165,13,Taguatinga,Pigmentação,77.52,2025-10-29,Pix
1758,2847,7,Asa Sul,Hidratação,81.11,2025-03-12,Pix
1759,547,3,Ceilândia,Pigmentação,64.69,2025-05-27,Pix
1760,2485,10,Ceilândia,Corte,54.71,2025-03-05,Cartão
1761,2071,1,Taguatinga,Pigmentação,60.4,2024-05-18,Dinheiro
1762,1332,39,Asa Sul,Barba,39.17,2024-09-14,Dinheiro
1763,1274,10,Asa Norte,Hidratação,95.93,2024-10-02,Dinheiro
1764,1668,27,Asa Norte,Sobrancelha,32.8,2024-11-23,Pix
1765,519,6,Asa Norte,Hidratação,106.28,2024-07-25,Cartão
1766,2517,24,Asa Sul,Hidratação,103.32,2025-06-29,Pix
1767,2838,38,Taguatinga,Hidratação,70.57,2025-11-12,Dinheiro
1768,816,26,Taguatinga,Hidratação,91.0,2024-09-06,Dinheiro
1769,732,13,Asa Norte,Barba,32.89,2026-02-19,Dinheiro
1770,535,9,Asa Sul,Hidratação,108.67,2024-08-17,Pix
1771,475,22,Taguatinga,Pigmentação,73.67,2024-05-26,Pix
1772,2971,15,Taguatinga,Pigmentação,63.31,2025-02-24,Cartão
1773,2894,2,Taguatinga,Hidratação,118.2,2026-01-21,Dinheiro
1774,736,20,Ceilândia,Barba,40.64,2026-04-01,Pix
1775,1687,20,Asa Sul,Hidratação,76.26,2025-11-14,Pix
1776,2139,36,Asa Norte,Corte,48.39,2026-01-24,Pix
1777,210,22,Ceilândia,Hidratação,113.28,2025-06-10,Pix
1778,1713,37,Asa Norte,Sobrancelha,34.79,2024-08-29,Cartão
1779,70,6,Taguatinga,Corte,44.08,2025-06-13,Dinheiro
1780,2804,12,Taguatinga,Barba,32.54,2024-09-21,Dinheiro
1781,2150,13,Taguatinga,Hidratação,111.41,2025-09-25,Dinheiro
1782,2349,40,Asa Sul,Barba,37.42,2025-05-23,Dinheiro
1783,54,36,Asa Sul,Hidratação,118.61,2024-05-16,Pix
1784,2855,13,Taguatinga,Barba,36.13,2024-05-16,Cartão
1785,498,18,Asa Sul,Pigmentação,86.06,2024-10-04,Cartão
1786,2084,1,Taguatinga,Hidratação,96.34,2024-11-29,Dinheiro
1787,2676,8,Asa Norte,Corte,63.58,2026-02-19,Pix
1788,2239,2,Taguatinga,Sobrancelha,26.61,2025-03-01,Dinheiro
1789,1782,21,Taguatinga,Corte,59.68,2025-06-25,Cartão
1790,766,24,Asa Sul,Corte,61.45,2025-11-26,Pix
1791,2084,40,Asa Norte,Corte,54.46,2025-02-07,Dinheiro
1792,1565,13,Taguatinga,Sobrancelha,27.75,2024-10-16,Dinheiro
1793,2563,24,Asa Norte,Sobrancelha,21.14,2025-01-16,Dinheiro
1794,365,10,Ceilândia,Barba,27.81,2025-05-03,Pix
1795,1952,32,Asa Sul,Hidratação,65.29,2024-09-14,Pix
1796,2178,34,Asa Norte,Barba,41.08,2024-10-30,Cartão
1797,608,13,Asa Sul,Pigmentação,76.63,2026-04-14,Cartão
1798,617,39,Ceilândia,Corte,64.93,2026-03-27,Cartão
1799,1662,38,Asa Norte,Sobrancelha,20.84,2025-06-23,Dinheiro
1800,1822,19,Ceilândia,Barba,32.4,2026-03-16,Cartão
1801,505,31,Asa Norte,Sobrancelha,30.73,2026-04-08,Dinheiro
1802,2452,18,Asa Sul,Hidratação,87.98,2025-04-11,Dinheiro
1803,903,37,Asa Norte,Pigmentação,79.67,2024-09-20,Pix
1804,2745,34,Asa Sul,Sobrancelha,22.67,2024-06-06,Pix
1805,333,35,Asa Sul,Hidratação,65.69,2026-01-02,Pix
1806,496,27,Taguatinga,Barba,31.02,2025-05-26,Cartão
1807,867,1,Asa Norte,Corte,56.74,2026-02-21,Cartão
1808,2468,37,Taguatinga,Sobrancelha,24.54,2025-01-02,Dinheiro
1809,63,36,Ceilândia,Barba,37.73,2025-03-11,Dinheiro
1810,1593,8,Asa Norte,Barba,26.63,2025-01-13,Dinheiro
1811,2772,3,Ceilândia,Corte,44.05,2025-06-15,Cartão
1812,2361,8,Ceilândia,Barba,29.7,2024-08-09,Pix
1813,1231,33,Asa Sul,Corte,69.46,2024-11-30,Pix
1814,1040,36,Ceilândia,Sobrancelha,33.29,2026-03-02,Pix
1815,1555,26,Ceilândia,Corte,62.68,2025-06-06,Pix
1816,2838,19,Asa Norte,Hidratação,85.43,2026-04-01,Dinheiro
1817,2848,1,Asa Sul,Pigmentação,82.9,2024-07-10,Dinheiro
1818,1799,4,Taguatinga,Barba,35.79,2025-12-01,Cartão
1819,1128,24,Taguatinga,Corte,51.88,2026-03-12,Pix
1820,1115,13,Taguatinga,Pigmentação,85.08,2026-03-29,Pix
1821,1961,34,Taguatinga,Sobrancelha,21.17,2025-03-23,Pix
1822,1838,26,Taguatinga,Pigmentação,73.47,2024-09-22,Cartão
1823,2610,38,Ceilândia,Hidratação,74.42,2025-09-08,Cartão
1824,2598,24,Taguatinga,Sobrancelha,28.67,2026-04-29,Pix
1825,391,7,Asa Norte,Barba,36.93,2024-10-07,Dinheiro
1826,2834,2,Asa Sul,Pigmentação,55.37,2024-12-10,Dinheiro
1827,2667,19,Asa Sul,Barba,38.84,2026-04-06,Pix
1828,2188,3,Asa Sul,Sobrancelha,26.95,2026-02-05,Cartão
1829,571,20,Ceilândia,Sobrancelha,27.22,2025-05-21,Dinheiro
1830,902,38,Ceilândia,Hidratação,86.07,2025-12-03,Cartão
1831,180,17,Taguatinga,Pigmentação,88.63,2026-05-09,Pix
1832,1504,18,Asa Sul,Corte,48.56,2025-04-05,Pix
1833,682,39,Asa Norte,Barba,34.02,2025-05-05,Cartão
1834,1199,26,Ceilândia,Corte,66.23,2025-09-28,Pix
1835,1742,16,Asa Norte,Pigmentação,58.09,2024-06-14,Cartão
1836,2458,40,Taguatinga,Corte,60.39,2024-08-25,Cartão
1837,2027,39,Ceilândia,Pigmentação,85.34,2026-02-23,Dinheiro
1838,2737,18,Asa Norte,Barba,39.67,2024-11-22,Cartão
1839,858,34,Asa Sul,Corte,55.25,2024-08-26,Cartão
1840,1942,8,Ceilândia,Corte,45.96,2024-10-12,Dinheiro
1841,1439,6,Taguatinga,Hidratação,78.12,2025-11-10,Pix
1842,555,10,Ceilândia,Hidratação,115.39,2025-06-27,Cartão
1843,953,14,Asa Norte,Sobrancelha,33.97,2025-01-02,Cartão
1844,1942,15,Asa Norte,Sobrancelha,24.11,2026-04-06,Pix
1845,2960,3,Asa Sul,Hidratação,113.41,2025-04-28,Dinheiro
1846,335,14,Taguatinga,Sobrancelha,22.78,2025-01-30,Dinheiro
1847,1534,17,Taguatinga,Corte,59.63,2026-01-03,Cartão
1848,1382,4,Ceilândia,Hidratação,62.56,2026-03-29,Cartão
1849,2141,8,Ceilândia,Hidratação,85.62,2026-02-09,Dinheiro
1850,2884,6,Asa Sul,Barba,37.64,2024-08-12,Cartão
1851,2030,27,Taguatinga,Hidratação,117.31,2026-03-30,Pix
1852,2439,2,Asa Norte,Barba,28.46,2025-05-02,Dinheiro
1853,2070,26,Asa Norte,Hidratação,70.16,2025-05-02,Dinheiro
1854,1593,7,Asa Sul,Hidratação,81.49,2024-05-22,Pix
1855,2900,14,Asa Norte,Sobrancelha,33.61,2025-06-27,Pix
1856,2810,37,Asa Sul,Corte,67.88,2024-08-15,Cartão
1857,637,34,Taguatinga,Barba,31.0,2025-07-26,Pix
1858,2678,1,Asa Sul,Barba,41.21,2025-03-03,Dinheiro
1859,1122,20,Asa Norte,Corte,52.63,2026-04-12,Dinheiro
1860,1033,10,Asa Sul,Corte,65.87,2025-09-15,Dinheiro
1861,2935,28,Ceilândia,Barba,37.4,2025-10-06,Dinheiro
1862,703,31,Ceilândia,Corte,41.61,2024-12-09,Dinheiro
1863,2270,35,Asa Norte,Barba,36.68,2025-05-27,Pix
1864,492,36,Asa Sul,Sobrancelha,25.6,2025-03-11,Cartão
1865,763,36,Asa Sul,Pigmentação,51.71,2025-08-17,Pix
1866,1729,36,Asa Sul,Corte,48.26,2025-04-17,Cartão
1867,580,3,Ceilândia,Barba,31.2,2026-02-17,Cartão
1868,475,1,Asa Norte,Corte,44.66,2025-09-01,Dinheiro
1869,2049,39,Taguatinga,Corte,54.67,2024-10-23,Dinheiro
1870,1760,39,Asa Sul,Corte,54.41,2025-12-20,Dinheiro
1871,52,23,Asa Norte,Corte,53.02,2025-01-27,Dinheiro
1872,1493,1,Taguatinga,Pigmentação,56.04,2025-09-28,Dinheiro
1873,2425,17,Taguatinga,Corte,56.03,2024-09-21,Dinheiro
1874,1904,11,Ceilândia,Hidratação,71.79,2024-05-23,Dinheiro
1875,1093,28,Asa Norte,Corte,69.19,2025-03-04,Pix
1876,1447,24,Asa Sul,Pigmentação,77.36,2025-09-05,Dinheiro
1877,2747,18,Asa Norte,Sobrancelha,28.86,2025-07-08,Cartão
1878,2240,19,Asa Sul,Sobrancelha,34.0,2024-05-29,Pix
1879,128,23,Taguatinga,Corte,56.99,2024-07-15,Dinheiro
1880,186,15,Asa Norte,Sobrancelha,22.29,2025-05-31,Dinheiro
1881,2273,17,Taguatinga,Barba,34.17,2025-06-04,Dinheiro
1882,1510,20,Asa Norte,Pigmentação,50.75,2024-07-08,Pix
1883,1372,34,Taguatinga,Hidratação,115.92,2025-08-28,Dinheiro
1884,1688,37,Asa Norte,Pigmentação,50.2,2025-09-09,Dinheiro
1885,345,17,Asa Sul,Corte,66.07,2025-07-18,Dinheiro
1886,1167,40,Ceilândia,Sobrancelha,29.83,2026-03-03,Cartão
1887,1094,33,Taguatinga,Barba,35.4,2025-07-07,Cartão
1888,384,12,Asa Norte,Barba,30.44,2025-11-06,Cartão
1889,1772,2,Asa Norte,Corte,52.8,2025-04-11,Pix
1890,583,32,Asa Sul,Pigmentação,88.69,2025-05-02,Dinheiro
1891,1729,24,Ceilândia,Sobrancelha,20.84,2026-03-28,Cartão
1892,2857,32,Asa Norte,Barba,38.83,2025-12-25,Dinheiro
1893,2255,3,Taguatinga,Barba,27.72,2024-05-20,Pix
1894,924,12,Ceilândia,Hidratação,63.99,2024-06-15,Cartão
1895,436,13,Asa Sul,Sobrancelha,24.87,2025-09-20,Pix
1896,1723,2,Ceilândia,Pigmentação,54.11,2024-07-02,Pix
1897,1008,15,Asa Norte,Pigmentação,81.66,2026-03-09,Dinheiro
1898,579,11,Asa Norte,Sobrancelha,24.89,2026-03-14,Pix
1899,2810,9,Ceilândia,Barba,31.09,2025-05-22,Pix
1900,1659,1,Ceilândia,Hidratação,70.12,2024-05-13,Cartão
1901,86,36,Asa Sul,Hidratação,73.13,2025-02-25,Cartão
1902,951,36,Ceilândia,Corte,60.92,2026-02-03,Dinheiro
1903,358,33,Ceilândia,Barba,39.27,2025-08-21,Cartão
1904,1649,30,Ceilândia,Hidratação,100.54,2025-06-19,Cartão
1905,325,15,Ceilândia,Hidratação,88.8,2024-08-30,Cartão
1906,2460,33,Taguatinga,Corte,63.64,2025-12-13,Cartão
1907,2080,8,Taguatinga,Pigmentação,69.19,2024-05-29,Cartão
1908,2452,26,Taguatinga,Pigmentação,72.19,2024-12-10,Pix
1909,2486,35,Ceilândia,Sobrancelha,20.87,2024-10-22,Pix
1910,1434,34,Ceilândia,Corte,69.17,2024-07-19,Cartão
1911,197,22,Ceilândia,Pigmentação,68.7,2025-10-09,Cartão
1912,1161,13,Ceilândia,Barba,33.88,2024-10-07,Cartão
1913,1234,26,Taguatinga,Hidratação,74.22,2026-02-13,Cartão
1914,2273,28,Ceilândia,Hidratação,66.59,2025-12-31,Dinheiro
1915,2169,7,Asa Norte,Hidratação,95.84,2026-03-23,Pix
1916,1309,24,Asa Sul,Pigmentação,76.84,2024-12-07,Pix
1917,1951,21,Asa Sul,Hidratação,111.23,2024-11-29,Dinheiro
1918,1622,13,Asa Norte,Corte,54.82,2025-01-28,Pix
1919,1681,29,Taguatinga,Hidratação,109.94,2025-08-07,Dinheiro
1920,2946,5,Asa Norte,Corte,57.92,2024-06-22,Pix
1921,381,31,Asa Sul,Corte,52.53,2025-10-25,Cartão
1922,793,37,Asa Sul,Sobrancelha,34.29,2026-03-14,Pix
1923,1343,6,Asa Sul,Hidratação,109.14,2024-12-21,Cartão
1924,2002,32,Taguatinga,Pigmentação,63.8,2024-06-27,Dinheiro
1925,805,6,Asa Sul,Barba,43.88,2025-11-24,Dinheiro
1926,1559,30,Asa Sul,Pigmentação,87.84,2025-06-05,Pix
1927,1514,26,Asa Norte,Pigmentação,86.61,2025-02-11,Dinheiro
1928,1670,24,Taguatinga,Hidratação,108.43,2026-02-23,Dinheiro
1929,2874,37,Ceilândia,Pigmentação,50.76,2025-05-15,Cartão
1930,2687,22,Asa Norte,Barba,28.72,2025-04-26,Cartão
1931,671,7,Taguatinga,Hidratação,61.85,2024-07-18,Dinheiro
1932,833,4,Taguatinga,Sobrancelha,33.81,2026-03-30,Cartão
1933,123,2,Taguatinga,Barba,29.63,2024-11-21,Dinheiro
1934,393,27,Taguatinga,Sobrancelha,20.64,2025-08-04,Pix
1935,1771,15,Asa Norte,Barba,25.95,2026-01-13,Dinheiro
1936,1468,19,Ceilândia,Corte,45.87,2025-03-25,Cartão
1937,2658,24,Ceilândia,Pigmentação,89.46,2024-05-26,Cartão
1938,2881,16,Ceilândia,Barba,36.65,2025-12-05,Pix
1939,1116,27,Asa Sul,Corte,63.56,2025-11-12,Pix
1940,1888,18,Asa Sul,Sobrancelha,33.23,2024-09-13,Dinheiro
1941,735,32,Taguatinga,Hidratação,115.01,2025-07-14,Pix
1942,1391,33,Ceilândia,Pigmentação,76.23,2024-12-15,Pix
1943,2380,16,Taguatinga,Pigmentação,77.37,2025-02-23,Pix
1944,1662,14,Taguatinga,Corte,63.43,2025-12-10,Pix
1945,258,19,Asa Sul,Sobrancelha,22.0,2025-06-01,Pix
1946,1745,32,Asa Sul,Hidratação,84.4,2024-10-23,Dinheiro
1947,2106,32,Ceilândia,Hidratação,99.76,2024-07-26,Pix
1948,419,18,Taguatinga,Pigmentação,61.29,2026-03-18,Dinheiro
1949,186,16,Taguatinga,Barba,33.65,2026-04-30,Pix
1950,2367,3,Ceilândia,Hidratação,93.83,2024-07-19,Pix
1951,2876,5,Ceilândia,Hidratação,80.87,2024-06-14,Dinheiro
1952,1533,10,Asa Sul,Corte,47.65,2024-07-10,Pix
1953,2246,4,Asa Norte,Hidratação,81.02,2026-04-19,Pix
1954,199,9,Asa Sul,Sobrancelha,25.27,2025-11-21,Cartão
1955,1051,27,Asa Sul,Corte,55.83,2024-12-14,Cartão
1956,1094,38,Ceilândia,Corte,47.31,2025-08-27,Cartão
1957,2101,3,Asa Sul,Hidratação,100.81,2025-07-09,Pix
1958,2221,18,Ceilândia,Barba,26.01,2025-02-18,Cartão
1959,454,40,Taguatinga,Barba,41.07,2025-06-15,Cartão
1960,2004,36,Asa Sul,Pigmentação,62.74,2026-01-23,Cartão
1961,2675,34,Taguatinga,Corte,42.06,2026-02-15,Pix
1962,613,19,Asa Sul,Corte,66.49,2024-06-04,Cartão
1963,797,26,Asa Norte,Sobrancelha,28.17,2024-06-24,Pix
1964,2588,21,Ceilândia,Sobrancelha,32.24,2024-07-19,Dinheiro
1965,1229,17,Asa Norte,Hidratação,119.84,2026-02-12,Pix
1966,1029,31,Taguatinga,Pigmentação,52.87,2025-10-29,Dinheiro
1967,1378,11,Asa Sul,Pigmentação,61.44,2025-09-27,Cartão
1968,2070,6,Asa Sul,Sobrancelha,27.03,2026-03-10,Pix
1969,254,5,Asa Norte,Corte,56.13,2024-06-22,Pix
1970,1631,4,Taguatinga,Hidratação,65.35,2024-07-18,Cartão
1971,1646,38,Asa Norte,Sobrancelha,23.57,2025-11-04,Dinheiro
1972,1632,19,Taguatinga,Corte,60.61,2024-05-15,Dinheiro
1973,2250,32,Ceilândia,Hidratação,86.48,2025-08-24,Dinheiro
1974,286,37,Taguatinga,Sobrancelha,27.61,2024-08-04,Pix
1975,538,29,Ceilândia,Pigmentação,56.6,2025-10-21,Dinheiro
1976,862,5,Ceilândia,Pigmentação,71.51,2026-04-17,Cartão
1977,2198,10,Taguatinga,Sobrancelha,30.8,2025-05-31,Cartão
1978,2133,26,Asa Sul,Sobrancelha,23.61,2024-11-06,Dinheiro
1979,657,12,Asa Norte,Hidratação,64.44,2024-05-20,Dinheiro
1980,369,1,Ceilândia,Hidratação,85.92,2025-03-25,Cartão
1981,2926,13,Taguatinga,Hidratação,106.16,2026-02-22,Pix
1982,1978,32,Ceilândia,Sobrancelha,31.95,2025-03-02,Dinheiro
1983,241,15,Taguatinga,Pigmentação,77.41,2026-03-04,Dinheiro
1984,711,34,Asa Norte,Hidratação,64.08,2024-09-16,Cartão
1985,1853,27,Asa Sul,Barba,39.2,2025-12-09,Cartão
1986,1109,28,Asa Norte,Sobrancelha,30.75,2025-06-19,Cartão
1987,2665,7,Ceilândia,Sobrancelha,27.13,2025-07-15,Dinheiro
1988,2918,25,Taguatinga,Hidratação,72.25,2025-04-09,Cartão
1989,2895,26,Asa Sul,Corte,59.97,2024-12-13,Cartão
1990,1290,10,Asa Sul,Pigmentação,88.15,2024-10-29,Pix
1991,329,37,Taguatinga,Barba,28.23,2024-10-03,Cartão
1992,96,29,Asa Norte,Sobrancelha,22.11,2024-08-09,Pix
1993,2334,19,Taguatinga,Sobrancelha,34.94,2025-10-17,Cartão
1994,2966,27,Asa Sul,Barba,31.49,2024-12-24,Pix
1995,728,10,Taguatinga,Corte,52.29,2025-08-19,Dinheiro
1996,2516,36,Ceilândia,Pigmentação,72.65,2024-10-17,Dinheiro
1997,2742,5,Ceilândia,Pigmentação,70.47,2025-11-25,Dinheiro
1998,2512,11,Ceilândia,Hidratação,75.31,2025-11-16,Pix
1999,2703,38,Ceilândia,Pigmentação,59.96,2025-08-06,Cartão
2000,2161,22,Asa Sul,Hidratação,95.5,2024-09-30,Cartão
2001,2037,17,Ceilândia,Pigmentação,57.42,2025-12-14,Dinheiro
2002,232,25,Ceilândia,Pigmentação,66.84,2025-06-18,Dinheiro
2003,743,16,Asa Sul,Corte,62.61,2024-07-20,Dinheiro
2004,2275,14,Taguatinga,Barba,30.4,2024-05-14,Dinheiro
2005,1327,17,Asa Sul,Pigmentação,53.3,2025-07-05,Dinheiro
2006,2551,29,Taguatinga,Barba,30.55,2025-01-20,Pix
2007,2609,8,Asa Norte,Sobrancelha,21.21,2024-11-14,Dinheiro
2008,2617,17,Taguatinga,Corte,49.71,2026-04-21,Dinheiro
2009,1593,12,Asa Sul,Hidratação,107.66,2025-09-20,Dinheiro
2010,1695,16,Ceilândia,Sobrancelha,23.54,2024-10-01,Cartão
2011,656,23,Taguatinga,Corte,59.05,2025-05-26,Pix
2012,1941,27,Taguatinga,Hidratação,94.43,2026-01-23,Pix
2013,1260,10,Asa Sul,Barba,40.17,2026-02-27,Dinheiro
2014,169,4,Asa Sul,Pigmentação,50.91,2025-10-16,Pix
2015,2119,17,Ceilândia,Corte,61.07,2025-01-24,Cartão
2016,1439,3,Ceilândia,Barba,36.72,2024-12-04,Pix
2017,2881,31,Asa Sul,Sobrancelha,27.55,2024-12-12,Dinheiro
2018,708,2,Ceilândia,Hidratação,114.49,2025-12-13,Cartão
2019,2034,35,Ceilândia,Pigmentação,87.23,2024-08-17,Cartão
2020,2489,35,Asa Norte,Pigmentação,66.9,2025-03-05,Cartão
2021,777,27,Taguatinga,Corte,41.95,2025-06-19,Cartão
2022,2285,34,Asa Norte,Pigmentação,65.74,2026-02-05,Pix
2023,2196,11,Asa Sul,Corte,47.2,2025-01-17,Cartão
2024,554,9,Asa Sul,Corte,67.71,2025-02-24,Dinheiro
2025,1124,27,Ceilândia,Hidratação,100.22,2025-02-19,Pix
2026,938,39,Taguatinga,Pigmentação,58.43,2025-12-26,Dinheiro
2027,266,28,Taguatinga,Pigmentação,83.65,2024-09-27,Pix
2028,2470,16,Asa Norte,Sobrancelha,20.69,2024-09-13,Dinheiro
2029,2741,40,Ceilândia,Corte,53.17,2025-05-29,Cartão
2030,2716,34,Asa Norte,Hidratação,111.81,2024-07-23,Dinheiro
2031,2163,2,Asa Sul,Hidratação,112.72,2024-06-30,Pix
2032,1571,11,Asa Norte,Sobrancelha,26.18,2026-03-26,Cartão
2033,2298,8,Asa Norte,Sobrancelha,27.54,2026-02-21,Pix
2034,732,24,Asa Sul,Pigmentação,79.78,2025-03-11,Cartão
2035,1947,30,Asa Norte,Barba,30.12,2025-08-17,Dinheiro
2036,1483,21,Asa Sul,Sobrancelha,27.36,2025-11-25,Pix
2037,1377,35,Asa Sul,Corte,58.29,2026-03-24,Dinheiro
2038,1578,4,Taguatinga,Hidratação,67.74,2026-01-19,Cartão
2039,388,40,Ceilândia,Pigmentação,57.3,2025-09-28,Dinheiro
2040,2423,29,Taguatinga,Barba,25.17,2025-08-24,Cartão
2041,2554,23,Asa Norte,Pigmentação,84.58,2026-03-02,Cartão
2042,2755,24,Ceilândia,Pigmentação,78.22,2025-12-01,Dinheiro
2043,2544,7,Asa Norte,Sobrancelha,30.88,2025-06-06,Dinheiro
2044,1201,31,Asa Norte,Corte,54.69,2026-02-27,Dinheiro
2045,1339,23,Ceilândia,Pigmentação,71.31,2025-05-09,Pix
2046,2370,11,Asa Norte,Barba,39.05,2024-10-17,Cartão
2047,1972,31,Asa Norte,Corte,40.56,2025-08-04,Pix
2048,65,17,Asa Sul,Sobrancelha,21.73,2024-12-21,Dinheiro
2049,1903,21,Ceilândia,Pigmentação,86.65,2025-03-11,Cartão
2050,1868,20,Ceilândia,Sobrancelha,27.08,2024-08-08,Pix
2051,1985,29,Ceilândia,Corte,46.6,2024-12-21,Pix
2052,115,5,Asa Norte,Barba,30.24,2025-09-24,Pix
2053,2618,38,Asa Norte,Corte,53.25,2025-05-01,Pix
2054,1123,12,Asa Sul,Barba,43.61,2025-02-23,Cartão
2055,1006,23,Asa Norte,Corte,48.3,2024-11-21,Cartão
2056,852,24,Asa Sul,Barba,25.59,2025-09-14,Pix
2057,373,9,Asa Norte,Corte,43.07,2025-02-17,Cartão
2058,75,33,Ceilândia,Barba,36.14,2024-05-17,Cartão
2059,835,20,Asa Sul,Barba,28.7,2025-03-11,Pix
2060,1409,25,Asa Sul,Sobrancelha,20.31,2025-03-24,Cartão
2061,1421,17,Asa Sul,Sobrancelha,25.96,2024-12-28,Cartão
2062,2135,18,Asa Norte,Barba,41.75,2024-11-30,Pix
2063,2450,25,Ceilândia,Sobrancelha,25.69,2025-12-30,Pix
2064,2775,26,Asa Sul,Sobrancelha,33.17,2024-07-08,Dinheiro
2065,171,19,Ceilândia,Pigmentação,82.82,2026-05-10,Pix
2066,1296,2,Asa Sul,Hidratação,102.9,2024-11-06,Pix
2067,876,27,Asa Norte,Sobrancelha,22.05,2025-05-14,Dinheiro
2068,2559,35,Ceilândia,Hidratação,112.97,2025-10-05,Pix
2069,1535,12,Asa Sul,Sobrancelha,20.29,2025-08-26,Cartão
2070,85,22,Asa Norte,Barba,28.91,2024-10-13,Dinheiro
2071,2533,17,Ceilândia,Sobrancelha,29.57,2025-09-23,Pix
2072,2433,31,Asa Norte,Hidratação,92.97,2025-12-05,Pix
2073,1758,28,Ceilândia,Sobrancelha,34.59,2025-06-20,Pix
2074,2714,24,Asa Sul,Sobrancelha,21.08,2024-07-05,Dinheiro
2075,1731,37,Asa Norte,Sobrancelha,24.77,2026-01-04,Cartão
2076,1458,16,Taguatinga,Barba,41.78,2025-12-28,Cartão
2077,2338,13,Asa Norte,Sobrancelha,23.21,2024-05-12,Pix
2078,861,37,Asa Sul,Pigmentação,54.22,2024-06-13,Dinheiro
2079,2465,33,Asa Norte,Pigmentação,85.43,2024-06-20,Cartão
2080,2099,21,Asa Norte,Sobrancelha,34.02,2024-12-18,Cartão
